id,popularity,duration_ms,explicit,id_artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
712efa82-3959-4806-81dd-97be383cf256,92,4390.0,2,2b41aa7a-e4c2-4977-ad41-fbdcd58a1050,0.1964214280682006,0.251589771333257,11,-73.50098474904277,-1,0.1826771594182762,1.1259435109726557,0.073882478844734,0.4370291525376077,0.800882299403642,23.093230025758785,3
e03f4d39-5326-46ec-b4fb-4dd3e343a5d4,41,487619.0,1,a9ef86b2-a5ce-474c-926f-925bfc9f0459,1.1985576390782884,0.0002756794529506,11,-6.498941609446518,0,0.0274909109255687,0.5491698235658711,0.8239696740970344,0.5720495347940975,0.8426416167661827,175.79938379453714,1
992e5758-256c-4a45-9fb4-b83de97da4d7,82,208547.0,2,4693880c-c031-45bf-b6f9-fa9848b21f4d,0.2582346096234477,0.4853832234151464,11,-62.39126878802109,-1,1.0557198643657495,0.562768584395332,0.928906009542373,1.1119089718469546,0.1537770793542325,105.90797646328195,4
dee804d7-b8d3-4e4c-b6ad-137d2c0ab648,96,217436.0,0,0749bfb9-cce6-4f10-85d3-12766ab0607f,1.1860776408847686,1.0981684214420346,3,-45.16723665092079,0,0.150781582019637,0.4018729812069584,0.891557771906562,1.2152158601356104,0.8285053676850475,79.79383945381178,4
ab1418ac-8b3b-4c78-a5d7-4d504bc68e99,61,215121.0,0,9753cbe7-51bb-4cb2-a3d1-f4cd859cae1d,0.3170204835843968,0.3299716196776862,8,-48.5892569996644,-1,0.3459506498923491,0.8805526574225011,1.4125163794001978,1.1632222604109683,0.3875935885899735,259.1167862929759,1
83822ddd-a6bf-4df8-915b-2a5dac9a83bc,50,241063.0,2,6f0c76c9-30de-4a6f-a9d5-5491c0c63737,0.3126128101302136,1.050007902066673,8,-1.6627756640999252,2,0.030343740522167,0.0056071585791714,0.1460124200480627,1.198905471594639,0.2577409605204419,135.70999014424902,1
cca6a69d-91d0-432b-b12c-b425145427df,10,14502.0,1,de44c269-c09b-493d-8b56-7e4f6d9534c9,0.9588002526994044,0.8277451902810989,7,7.612727683922955,1,1.3275993527242365,0.034739931968872,1.0270012466888216,0.2667385304914447,0.9209276721502634,48.15313219213079,4
51e4ad03-4404-4ee5-b503-a4670d14f129,92,536774.0,0,5d56a338-7e23-4dff-9a2a-293f85cf8701,0.2367025158827688,0.3935491444289598,9,-45.19995925132623,1,0.6671078238590669,1.4797151873391634,0.4068798004605554,0.3854217355787027,1.295901270834984,237.54421195423083,3
41f2eb03-9480-4db8-9969-f844bc7fbe01,72,363957.0,0,81fa91ef-61b4-4953-9dbc-0c39b5182afb,0.12730054509937,0.0419736952592475,10,-22.36009645320562,-1,1.387792812637056,0.3532949882109153,0.4104241966174093,0.2738562713529279,0.7877173888677769,225.5485182339368,1
b5864339-522b-4ffd-b902-9f7dee1571f2,76,218300.0,2,6110e4de-6589-496f-a77b-90402c3b29f1,0.3924943572454512,0.1846317084136592,2,-29.92276254729413,1,0.7021489955026288,1.2443475490135043,0.8161886821947664,0.1839485412058254,1.2910440853399268,145.47294936929865,2
5572db13-c3d3-42ac-a04e-379574ee73e4,64,93920.0,1,35a73f14-5692-4fd5-97c0-cc85574225da,0.7808971208066697,0.7076534913792831,7,-73.07705583263396,0,1.293274659539354,0.9186016685557136,1.3917644500413937,1.2754269999674426,0.2809538096081868,216.50013155616327,1
25546463-c669-4677-bc1e-0748c7a74d11,64,334912.0,0,47a701d8-9d94-4669-8b7b-aeda348396d9,-0.1394597650290285,0.8959222440545065,6,-76.29551975086721,-1,1.4276346423773636,0.6689703700919015,0.346083552171708,0.0057299677942243,0.8300856430131627,180.62403521550945,1
1087bd91-0e92-43ea-b4e8-b786373383c0,77,577073.0,0,c19e89c5-0481-42dc-9bf4-a6785a714ffa,0.3234824381059935,1.075328590197581,7,-10.393556422243222,1,0.5027275096830784,1.0982706874855848,1.4900008689871598,0.941270767597126,0.6616890985409116,49.45076586471326,4
409bb831-18ea-4e45-b8cd-565ae3affab9,106,590338.0,1,4b2847c0-97b1-4686-b045-5fd179f1fb4c,0.2847428627241764,0.0585946208164454,11,-44.49191708533856,-1,0.9610665827765392,0.075032036517575,0.1371775701675202,1.309324123641807,0.4844809788836349,299.79238366873483,4
0f141951-3387-4a70-81b1-363b106eee17,89,537026.0,0,ceae01d4-3ecd-405f-8542-4bd01cc2816b,0.1427456861668455,0.0871368144619232,11,-52.31832703845715,1,0.9996300045642216,1.1341178099261136,1.4102684062970292,0.2512437469907317,0.1502172503875648,231.70681240484623,2
b03722c4-e826-43ae-a17d-8d05d1081b5e,93,64231.0,1,fed3b84d-0981-4dec-aac8-49b6a191cd54,0.7160022702660829,-0.0490726279718243,11,8.702448965118109,0,0.0321131027926904,1.2854850381722942,0.0267662256658038,1.397457227439922,0.3092925617568819,199.93461615927475,4
