id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
712efa82-3959-4806-81dd-97be383cf256,Track_0,92,4390,2,Artist_0,2b41aa7a-e4c2-4977-ad41-fbdcd58a1050,2022-06-01,0.19642142806820062,0.251589771333257,11,-73.50098474904277,-1,0.18267715941827622,1.1259435109726557,0.07388247884473403,0.43702915253760777,0.800882299403642,23.093230025758782,3
e03f4d39-5326-46ec-b4fb-4dd3e343a5d4,Song_1,41,487619,1,Artist_1,a9ef86b2-a5ce-474c-926f-925bfc9f0459,2024-05-01,1.1985576390782884,0.00027567945295069174,11,-6.498941609446518,0,0.027490910925568712,0.5491698235658711,0.8239696740970344,0.5720495347940975,0.8426416167661827,175.79938379453714,1
992e5758-256c-4a45-9fb4-b83de97da4d7,Track_2,82,208547,2,Artist_2,4693880c-c031-45bf-b6f9-fa9848b21f4d,2024-06-01,0.2582346096234477,0.4853832234151464,11,-62.391268788021094,-1,1.0557198643657495,0.562768584395332,0.928906009542373,1.1119089718469546,0.15377707935423252,105.90797646328197,4
ebfaa0c6-3b81-435e-9520-17b39f3909f6,,invalid,not_a_number,2,,2d0a9dd3-f737-4982-bfa8-2b4a38c6b02f,not_a_date,0.3918842843648685,-0.03425063877239576,0,-28.088455082694168,2,1.3296536904936562,0.3080220003956921,0.1440835746403672,0.8899677808264623,1.1888720573362375,147.16751108246527,4
dee804d7-b8d3-4e4c-b6ad-137d2c0ab648,Track_4,96,217436,0,Artist_4,0749bfb9-cce6-4f10-85d3-12766ab0607f,2024-08-01,1.1860776408847686,1.0981684214420346,3,-45.16723665092079,0,0.15078158201963704,0.40187298120695847,0.891557771906562,1.2152158601356104,0.8285053676850475,79.79383945381178,4
ab1418ac-8b3b-4c78-a5d7-4d504bc68e99,Song_5,61,215121,0,Artist_5,9753cbe7-51bb-4cb2-a3d1-f4cd859cae1d,2022-05-01,0.3170204835843968,0.3299716196776862,8,-48.5892569996644,-1,0.34595064989234914,0.8805526574225011,1.4125163794001978,1.1632222604109685,0.38759358858997356,259.1167862929759,1
83822ddd-a6bf-4df8-915b-2a5dac9a83bc,Track_6,50,241063,2,Artist_6,6f0c76c9-30de-4a6f-a9d5-5491c0c63737,2023-02-01,0.31261281013021364,1.050007902066673,8,-1.6627756640999252,2,0.030343740522167095,0.0056071585791714895,0.14601242004806275,1.198905471594639,0.2577409605204419,135.70999014424902,1
cca6a69d-91d0-432b-b12c-b425145427df,Song_7,10,14502,1,Artist_7,de44c269-c09b-493d-8b56-7e4f6d9534c9,2024-04-01,0.9588002526994044,0.8277451902810989,7,7.612727683922955,1,1.3275993527242365,0.03473993196887204,1.0270012466888216,0.2667385304914447,0.9209276721502634,48.15313219213079,4
51e4ad03-4404-4ee5-b503-a4670d14f129,,92,536774,0,,5d56a338-7e23-4dff-9a2a-293f85cf8701,,0.23670251588276886,0.39354914442895983,9,-45.19995925132623,1,0.6671078238590669,1.4797151873391634,0.4068798004605554,0.38542173557870274,1.295901270834984,237.54421195423083,3
41f2eb03-9480-4db8-9969-f844bc7fbe01,Song_9,72,363957,0,Artist_9,81fa91ef-61b4-4953-9dbc-0c39b5182afb,2024-03-01,0.12730054509937,0.04197369525924757,10,-22.36009645320562,-1,1.387792812637056,0.3532949882109153,0.4104241966174093,0.27385627135292795,0.7877173888677769,225.5485182339368,1
